genres,revenue,release_date,vote_average
"[{'id': 35, 'name': 'Comedy'}]",13395939.0,2004-10-22,5.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",109502303.0,2004-10-22,6.9
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",8203235.0,2004-02-09,7.3
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",143597.0,2004-05-14,5.9
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",103911669.0,2004-10-01,7.2
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",124731534.0,2004-10-29,7.2
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",631442092.0,2004-11-05,7.4
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",305875730.0,2004-11-10,6.4
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",24829644.0,2004-11-11,4.9
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",61347797.0,2004-11-12,6.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",40203020.0,2004-11-10,6.1
"[{'id': 18, 'name': 'Drama'}]",116766556.0,2004-10-17,7.2
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",29385320.0,2004-11-12,7.5
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",347451894.0,2004-11-19,6.4
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",40266982.0,2004-03-19,7.1
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",140161792.0,2004-11-14,6.7
"[{'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",167298192.0,2004-11-21,5.6
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",115505027.0,2004-12-01,6.7
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",92863945.0,2004-05-19,7.1
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",362744280.0,2004-12-09,6.4
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",128905366.0,2004-12-08,5.7
"[{'id': 35, 'name': 'Comedy'}]",10000000.0,1960-07-20,6.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7100000.0,1960-12-18,6.7
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",174318.0,2004-05-23,5.6
"[{'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",7840873.0,1985-06-14,6.2
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",19724334.0,1993-03-12,6.5
"[{'id': 99, 'name': 'Documentary'}]",2586511.0,2004-01-15,7.7
"[{'id': 18, 'name': 'Drama'}]",137365.0,1915-12-13,4.8
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",22000000.0,1925-11-05,7.0
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7940.0,1930-10-28,6.7
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",600000.0,1932-04-09,7.5
"[{'id': 35, 'name': 'Comedy'}]",2200000.0,1933-02-09,5.2
"[{'id': 18, 'name': 'Drama'}]",950000.0,1935-05-09,6.5
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9172000.0,1940-08-30,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",5363000.0,1944-03-01,6.0
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",2841000.0,1948-12-01,6.1
"[{'id': 37, 'name': 'Western'}]",3000000.0,1948-03-26,6.8
"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",2956000.0,1948-06-11,6.6
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",8000000.0,1950-05-17,7.3
"[{'id': 18, 'name': 'Drama'}]",12800000.0,1959-06-18,7.4
"[{'id': 27, 'name': 'Horror'}]",3274.0,1962-06-08,2.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",8000000.0,1962-06-19,6.7
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",13680000.0,1962-11-08,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",921548.0,1966-09-08,7.8
"[{'id': 27, 'name': 'Horror'}]",364937.0,1966-01-09,6.1
"[{'id': 10752, 'name': 'War'}, {'id': 37, 'name': 'Western'}]",14873.0,1965-04-07,6.2
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",6800000.0,1964-09-21,7.2
"[{'id': 18, 'name': 'Drama'}]",39388.0,1966-05-25,7.8
"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",44566.0,1968-03-22,7.3
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",3200000.0,1967-08-30,7.1
"[{'id': 37, 'name': 'Western'}]",6000000.0,1967-05-27,6.6
"[{'id': 18, 'name': 'Drama'}]",3.0,1969-06-10,5.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1000000.0,1970-02-09,7.1
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",15200000.0,1971-04-23,4.7
"[{'id': 99, 'name': 'Documentary'}, {'id': 10752, 'name': 'War'}]",30000.0,1974-01-01,7.8
"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2000000.0,1975-08-08,6.8
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",12484444.0,1975-05-18,6.6
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",20642922.0,1975-03-13,6.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",51079064.0,1976-12-03,6.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",31063038.0,1977-12-25,6.5
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",12000000.0,1977-06-24,7.5
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",38200000.0,1979-06-15,6.7
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",43885000.0,1979-04-26,5.8
"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",955401.0,1981-12-25,5.7
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9190819.0,1983-03-25,6.7
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",42313354.0,1983-02-05,5.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",694497.0,1983-02-18,5.5
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2494480.0,1983-10-20,6.8
"[{'id': 18, 'name': 'Drama'}]",6472990.0,1983-11-11,6.1
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",1362303.0,1983-09-16,5.2
"[{'id': 35, 'name': 'Comedy'}]",13030214.0,1983-12-16,7.0
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",29450919.0,1983-06-24,6.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",4300000.0,1983-06-24,5.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12384120.0,1984-09-28,5.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6045657.0,1984-03-23,5.8
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",706685.0,1984-10-24,7.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",660537.0,1985-10-04,5.2
"[{'id': 18, 'name': 'Drama'}]",502758.0,1985-05-15,7.7
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",42160849.0,1985-11-22,6.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12308521.0,1986-07-11,4.3
"[{'id': 18, 'name': 'Drama'}]",300653.0,1986-05-14,7.2
"[{'id': 878, 'name': 'Science Fiction'}]",1579260.0,1986-11-26,5.1
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",4469460.0,1986-08-02,7.3
"[{'id': 27, 'name': 'Horror'}]",14182492.0,1987-10-23,6.6
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",354704.0,1988-03-04,6.7
"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",18172849.0,1989-07-29,7.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",8266343.0,1990-04-05,6.4
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",2346150.0,1990-01-12,5.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",205068.0,1990-06-01,5.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",24707633.0,1990-06-29,4.5
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",47410000.0,1990-02-09,5.6
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9243140.0,1990-12-11,5.5
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",24078196.0,1990-06-07,5.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",295444.0,1991-06-21,6.4
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",141864.0,1990-12-15,7.3
"[{'id': 18, 'name': 'Drama'}]",259012.0,1991-03-06,6.6
"[{'id': 35, 'name': 'Comedy'}]",4603929.0,1991-07-19,6.4
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",15429177.0,1991-04-26,5.6
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",3752426.0,1991-01-07,4.6
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",39673161.0,1991-04-12,5.9
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",1750301.0,1991-09-05,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3547684.0,1991-10-04,5.0
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4836637.0,1992-08-14,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",6742168.0,1992-02-28,5.9
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",21621000.0,1992-01-31,6.2
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1666511.0,1992-09-02,7.5
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",2967668.0,1993-07-30,6.4
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",6739141.0,1992-09-30,5.7
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",1528163.0,1993-11-24,5.0
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1884814.0,1993-04-30,5.6
"[{'id': 878, 'name': 'Science Fiction'}]",2970.0,1993-11-12,5.0
"[{'id': 35, 'name': 'Comedy'}]",3200000.0,1993-04-02,4.6
"[{'id': 28, 'name': 'Action'}]",1907743.0,1994-12-22,7.4
"[{'id': 35, 'name': 'Comedy'}]",30626182.0,1994-03-30,5.2
"[{'id': 99, 'name': 'Documentary'}]",116806.0,1997-01-01,5.9
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",1531251.0,1999-04-01,4.4
"[{'id': 99, 'name': 'Documentary'}]",229000.0,1998-02-20,6.9
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",13000000.0,1998-08-22,6.7
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",39481.0,1967-10-25,7.9
"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",20000000.0,1997-07-19,8.1
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",15306000.0,1998-10-16,7.5
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",60726164.0,2000-03-24,6.1
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",100202.0,2001-05-11,5.1
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",19271312.0,2004-05-20,6.9
"[{'id': 18, 'name': 'Drama'}]",25461.0,2000-07-12,7.4
"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",111127553.0,2002-01-29,7.2
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",13102295.0,2002-01-18,4.5
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",3849941.0,2001-01-18,5.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",17350.0,2003-01-21,4.3
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4099000.0,2001-07-24,7.1
"[{'id': 18, 'name': 'Drama'}]",102471.0,2002-09-13,6.6
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1954937.0,2002-03-29,7.3
"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",5989640.0,2005-05-15,4.8
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",209073645.0,2004-12-16,6.7
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11030861.0,2004-03-11,7.3
"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",9789651.0,2004-03-06,7.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",13200241.0,2003-11-27,7.3
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",522911.0,2002-07-19,7.2
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",163536.0,2004-05-04,7.1
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7338987.0,2002-11-02,7.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",15530077.0,2003-02-27,7.0
"[{'id': 28, 'name': 'Action'}]",460978.0,2003-10-03,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}]",14980005.0,2003-01-01,8.0
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",21126225.0,2005-03-04,6.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6584159.0,2005-04-08,6.3
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",15.0,2003-01-21,7.0
"[{'id': 18, 'name': 'Drama'}]",38535221.0,2004-09-03,7.2
"[{'id': 35, 'name': 'Comedy'}]",55041367.0,2004-12-17,5.8
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",162944923.0,2005-04-08,6.2
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",54667954.0,2004-08-06,5.3
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",11850214.0,2004-09-30,7.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",21009180.0,2004-12-17,5.7
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",603943.0,2004-01-15,6.9
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",161451538.0,2005-03-17,5.5
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",4069090.0,2003-09-11,8.2
"[{'id': 99, 'name': 'Documentary'}]",4500000.0,2003-09-10,7.6
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",1600000.0,2003-08-02,6.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",365134.0,2004-07-30,5.1
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",15.0,2004-02-05,7.4
"[{'id': 99, 'name': 'Documentary'}]",3515061.0,2004-12-08,6.7
"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",127067.0,2004-05-14,7.2
"[{'id': 99, 'name': 'Documentary'}]",3166000.0,2004-07-09,7.6
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",159429.0,2004-06-06,4.2
"[{'id': 99, 'name': 'Documentary'}]",10000000.0,2004-04-23,5.8
"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",7659918.0,2006-05-25,6.8
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1530216.0,2004-04-24,5.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5331377.0,2004-06-03,7.2
"[{'id': 18, 'name': 'Drama'}]",216763646.0,2004-12-15,7.7
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",38000000.0,2004-09-11,7.5
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",474968763.0,2005-07-13,6.7
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",34808403.0,2004-12-10,7.1
"[{'id': 18, 'name': 'Drama'}]",102000000.0,2004-12-17,7.0
"[{'id': 10402, 'name': 'Music'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",154648887.0,2004-12-08,7.0
"[{'id': 18, 'name': 'Drama'}]",4678405.0,2004-12-24,6.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",516642939.0,2004-12-22,6.1
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",3537961.0,2004-05-17,6.4
"[{'id': 18, 'name': 'Drama'}]",1841260.0,2004-09-02,6.8
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",91196419.0,2005-01-07,5.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",6321392.0,1980-03-21,6.0
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",2044892.0,1983-11-04,6.3
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",8000000.0,1930-11-15,6.1
"[{'id': 35, 'name': 'Comedy'}]",1373728.0,1990-05-04,5.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4.0,1992-07-17,4.7
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",31651.0,2003-01-01,6.1
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",16361885.0,1941-07-02,7.1
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",2270658.0,2002-10-06,5.9
"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",9000000.0,1977-02-09,6.4
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1314230.0,1966-04-07,7.5
"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1461989.0,2004-04-17,6.8
"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",56681566.0,2005-01-13,4.9
"[{'id': 35, 'name': 'Comedy'}]",93772522.0,2005-01-06,5.1
"[{'id': 18, 'name': 'Drama'}]",76669806.0,2005-01-14,7.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1819410.0,2003-04-29,6.6
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",161000000.0,1976-12-16,5.7
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",869325.0,1991-06-08,4.6
"[{'id': 18, 'name': 'Drama'}]",214605.0,2004-08-04,5.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",8009329.0,1994-03-04,5.6
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",92180910.0,2004-09-08,7.7
"[{'id': 53, 'name': 'Thriller'}]",35294470.0,2005-01-19,6.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",97918663.0,2005-01-20,5.2
