budget,genres,revenue,release_date,vote_average,month,year
75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",140175006.0,2006-07-21,6.3,7,2006
33000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",62022014.0,2006-08-06,5.1,8,2006
4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",31584901.0,2006-07-27,6.4,7,2006
72500000,"[{'id': 35, 'name': 'Comedy'}]",162966177.0,2006-08-04,6.2,8,2006
110000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",574480841.0,2006-10-20,6.4,10,2006
63000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",162945894.0,2006-08-09,5.9,8,2006
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",53653224.0,2006-09-09,7.1,9,2006
2160000,"[{'id': 18, 'name': 'Drama'}]",9132000.0,1945-06-01,5.8,6,1945
135000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",163794509.0,2006-07-27,5.7,7,2006
55000000,"[{'id': 18, 'name': 'Drama'}]",307077295.0,2006-12-14,7.7,12,2006
18000000,"[{'id': 35, 'name': 'Comedy'}]",41009669.0,2006-07-27,5.9,7,2006
50000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",55181129.0,2006-07-27,5.5,7,2006
750000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1720953.0,2005-11-25,6.8,11,2005
12000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",42931041.0,2006-08-31,6.6,8,2006
40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",5446000.0,2011-12-21,5.9,12,2011
20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",10289.0,2005-01-17,6.1,1,2005
51000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",72779000.0,2006-08-04,5.3,8,2006
12000000,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",114194847.0,2006-08-11,6.7,8,2006
35000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",12506188.0,2006-08-11,4.9,8,2006
8000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",12671300.0,2006-07-06,6.5,7,2006
700000,"[{'id': 18, 'name': 'Drama'}]",4911725.0,2006-08-11,6.5,8,2006
12000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",566611.0,2005-09-09,6.3,9,2005
662141,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",1606624.0,1943-04-09,7.1,4,1943
23000000,"[{'id': 35, 'name': 'Comedy'}]",38505009.0,2006-08-18,6.2,8,2006
40000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",86915017.0,2006-08-18,7.1,8,2006
15000000,"[{'id': 18, 'name': 'Drama'}]",123384128.0,2006-09-15,6.8,9,2006
17500000,"[{'id': 35, 'name': 'Comedy'}]",19179969.0,2006-08-25,5.8,8,2006
40000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",38755073.0,2006-09-01,4.0,9,2006
5800000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",7000000.0,2006-09-01,4.2,9,2006
900000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",381420.0,2005-09-12,6.1,9,2005
6500000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",22889018.0,2006-06-23,7.1,6,2006
20000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",37597471.0,2006-09-08,5.2,9,2006
2000000,"[{'id': 18, 'name': 'Drama'}]",622806.0,2006-09-08,6.3,9,2006
30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",495303.0,2006-09-01,6.3,9,2006
35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",15304890.0,2006-09-06,6.8,9,2006
6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",9524340.0,2006-02-11,6.8,2,2006
1549000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",7096000.0,2005-05-12,6.3,5,2005
50000000,"[{'id': 18, 'name': 'Drama'}]",49111202.0,2006-09-15,5.7,9,2006
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",41480851.0,2006-09-15,6.6,9,2006
76000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6000000.0,1968-10-15,5.5,10,1968
40000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",120175290.0,2006-12-07,7.3,12,2006
60000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",17800000.0,2006-09-22,6.3,9,2006
11000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",72778712.0,2006-09-22,6.4,9,2006
55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9450897.0,2006-09-10,5.7,9,2006
450000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",973525.0,2006-06-07,6.2,6,2006
18000000,"[{'id': 35, 'name': 'Comedy'}]",261572744.0,2006-11-01,6.5,11,2006
19000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",83258226.0,2006-05-27,7.6,5,2006
70000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",55011732.0,2006-09-28,6.8,9,2006
85000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",197309027.0,2006-09-29,6.1,9,2006
20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",17807569.0,2006-09-29,5.6,9,2006
90000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",289847354.0,2006-10-05,7.9,10,2006
12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",38368909.0,2006-10-06,5.4,10,2006
40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}]",23937870.0,2006-07-21,5.1,7,2006
12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6754898.0,2006-10-27,5.8,10,2006
20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",39143839.0,2006-10-13,5.3,10,2006
20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",41237648.0,2006-10-09,5.8,10,2006
20000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",22165608.0,2006-10-13,5.0,10,2006
13000000,"[{'id': 18, 'name': 'Drama'}]",1151330.0,2006-11-16,6.4,11,2006
20000000,"[{'id': 18, 'name': 'Drama'}]",13391174.0,2006-10-13,6.1,10,2006
26000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",14821658.0,2006-10-06,6.9,10,2006
11,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",11.0,1978-04-26,6.5,4,1978
100000,"[{'id': 18, 'name': 'Drama'}]",10178331.0,2006-09-29,6.6,9,2006
6000000,"[{'id': 18, 'name': 'Drama'}]",48027970.0,2006-09-01,7.4,9,2006
2000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",5179037.0,2006-05-20,6.3,5,2006
76000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",69959751.0,2006-09-22,7.4,9,2006
40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",109676311.0,2006-10-19,8.0,10,2006
90000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",65900249.0,2006-10-18,6.7,10,2006
15000000,"[{'id': 18, 'name': 'Drama'}]",21000000.0,2006-10-20,6.1,10,2006
9500000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",24000000.0,2005-09-19,6.8,9,2005
10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",163876815.0,2006-10-27,6.1,10,2006
2000000,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",167000.0,2006-10-27,5.7,10,2006
1200000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2736000.0,1936-10-20,6.8,10,1936
149000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",64459316.0,2006-10-22,6.0,10,2006
50000000,"[{'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",132180323.0,2006-09-13,7.1,9,2006
12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",84500122.0,2006-11-01,5.0,11,2006
35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",42064105.0,2006-09-09,6.5,9,2006
15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11992014.0,2006-11-10,5.1,11,2006
12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5542025.0,2006-11-22,5.9,11,2006
150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",599045960.0,2006-11-14,7.3,11,2006
100000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",384335608.0,2006-11-16,5.9,11,2006
4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",4630045.0,2006-11-17,5.5,11,2006
75000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",180557550.0,2006-11-22,6.6,11,2006
85000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",194168700.0,2006-12-08,6.7,12,2006
12000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1381665.0,2006-02-09,7.3,2,2006
2000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",5967038.0,2005-09-11,6.3,9,2005
22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",13405595.0,2006-11-22,6.5,11,2006
100000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",170877916.0,2006-12-07,7.4,12,2006
85000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",144000000.0,2006-12-15,5.8,12,2006
100000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",249288105.0,2006-12-14,4.9,12,2006
24000000,"[{'id': 18, 'name': 'Drama'}]",155721132.0,2006-12-20,6.5,12,2006
16800000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",2281089.0,2006-08-30,5.8,8,2006
500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",745327.0,2006-04-28,5.2,4,2006
65000000,"[{'id': 18, 'name': 'Drama'}]",43545364.0,2006-12-12,6.7,12,2006
85000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",59908565.0,2006-12-11,6.3,12,2006
70000000,"[{'id': 18, 'name': 'Drama'}]",154937680.0,2006-12-25,6.6,12,2006
21000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",41170784.0,2007-01-05,7.6,1,2007
4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",13401952.0,2006-10-02,6.6,10,2006
15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",49469904.0,2006-12-25,6.9,12,2006
21000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",480314.0,2006-09-07,5.0,9,2006
32000000,"[{'id': 10752, 'name': 'War'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",5914908.0,2006-12-08,5.9,12,2006
19000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",68673228.0,2006-12-19,7.2,12,2006
9000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",21510851.0,2006-12-25,4.8,12,2006
47000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",38085778.0,2006-09-14,4.6,9,2006
20000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",10337477.0,2007-01-05,4.7,1,2007
13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",75511123.0,2007-05-16,6.1,5,2007
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",35078241.0,2006-12-03,6.3,12,2006
86000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",107944236.0,2006-12-13,6.0,12,2006
10000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",25399945.0,2007-01-19,5.6,1,2007
60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",137587063.0,2007-02-16,7.0,2,2007
100000,"[{'id': 18, 'name': 'Drama'}]",362222.0,1978-11-14,6.5,11,1978
2000000,"[{'id': 35, 'name': 'Comedy'}]",22179430.0,2007-05-25,6.6,5,2007
25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16158487.0,2006-10-20,5.8,10,2006
17000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",57103895.0,2006-12-09,6.4,12,2006
16000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",1109660.0,2007-02-02,5.6,2,2007
50000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",82169884.0,2007-02-06,6.0,2,2007
60000000,"[{'id': 35, 'name': 'Comedy'}]",95673607.0,2007-02-08,5.0,2,2007
150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",623722818.0,2007-06-22,7.5,6,2007
13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4857367.0,2006-05-16,6.7,5,2006
13000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",11130889.0,2006-10-15,6.2,10,2006
15500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",7385434.0,2006-12-26,6.3,12,2006
5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",3000000.0,1970-06-24,4.8,6,1970
14500000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",22963701.0,2006-05-25,6.7,5,2006
3700000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",3338228.0,2006-11-03,6.4,11,2006
5000000,"[{'id': 35, 'name': 'Comedy'}]",3833507.0,2006-10-06,6.8,10,2006
110000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",228738393.0,2007-02-16,5.2,2,2007
10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",31609243.0,2007-02-14,6.6,2,2007
40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",145896422.0,2007-02-09,6.2,2,2007
30000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",77566815.0,2007-02-23,6.3,2,2007
10000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",20342161.0,2007-02-23,5.6,2,2007
15000000,"[{'id': 18, 'name': 'Drama'}]",10903846.0,2006-12-08,6.6,12,2006
994000,"[{'id': 18, 'name': 'Drama'}]",165000.0,2006-03-03,6.2,3,2006
12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",80573774.0,2007-02-14,7.4,2,2007
70000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",76066841.0,2007-04-24,5.9,4,2007
818418,"[{'id': 18, 'name': 'Drama'}]",4851244.0,2005-09-30,7.3,9,2005
13000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",8475466.0,1986-04-17,6.1,4,1986
65000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",84785914.0,2007-03-02,7.3,3,2007
2000000,"[{'id': 53, 'name': 'Thriller'}]",30.0,2006-02-25,4.0,2,2006
65000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",422610419.0,2006-12-09,7.0,12,2006
8,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",21.0,2006-09-13,6.7,9,2006
11000000,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",88489643.0,2006-07-27,6.7,7,2006
16500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",37311672.0,2007-03-02,6.9,3,2007
12000000,"[{'id': 18, 'name': 'Drama'}]",20138836.0,2006-09-02,6.8,9,2006
11000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",13196245.0,2007-03-16,5.0,3,2007
20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",84146832.0,2007-02-08,5.8,2,2007
20000000,"[{'id': 27, 'name': 'Horror'}]",22217407.0,2007-03-16,6.2,3,2007
20000000,"[{'id': 18, 'name': 'Drama'}]",22222308.0,2007-03-23,7.1,3,2007
61000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",95696996.0,2007-03-22,6.9,3,2007
34000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",95608995.0,2007-03-23,6.0,3,2007
21000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",26193068.0,2006-09-01,7.2,9,2006
16000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5367030.0,2007-03-09,6.6,3,2007
40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",62771059.0,2007-04-05,5.4,4,2007
150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",169332978.0,2007-03-23,6.7,3,2007
18000000,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",1196307.0,2006-09-13,6.4,9,2006
50000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",32017803.0,2007-04-05,7.0,4,2007
25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",11772461.0,2006-10-14,6.4,10,2006
50000000,"[{'id': 18, 'name': 'Drama'}]",9448082.0,2006-11-08,6.6,11,2006
60795000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",73090611.0,2007-04-12,5.4,4,2007
20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",117760134.0,2007-04-12,6.6,4,2007
45000000,"[{'id': 12, 'name': 'Adventure'}]",30822861.0,2007-01-11,5.4,1,2007
15500000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1237615.0,2005-09-12,5.5,9,2005
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5549200.0,2006-04-05,5.5,4,2006
19000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",35300645.0,2007-04-20,6.0,4,2007
10000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",17500000.0,2007-04-16,5.8,4,2007
25000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",229736344.0,2007-03-22,6.1,3,2007
30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",26810113.0,2007-04-27,6.0,4,2007
258000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",890871626.0,2007-05-01,5.9,5,2007
22000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",68000000.0,2006-07-29,6.5,7,2006
8000000,"[{'id': 18, 'name': 'Drama'}]",2019009.0,2005-10-25,6.1,10,2005
4200000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",38862717.0,2006-01-01,6.2,1,2006
2380000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",8176544.0,2006-09-12,7.4,9,2006
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",219076518.0,2007-06-01,6.2,6,2007
